zHD,MU
0.651,42.95446256466293
0.652,42.95852556302232
0.653,42.962582651437856
0.654,42.96663384680559
0.655,42.97067916594756
0.656,42.97471862561221
0.657,42.97875224247487
0.658,42.982780033138134
0.659,42.98680201413238
0.66,42.990818201916085
0.661,42.99482861287635
0.662,42.998833263329274
0.663,43.0028321695204
0.664,43.00682534762508
0.665,43.01081281374896
0.666,43.01479458392831
0.667,43.0187706741305
0.668,43.02274110025439
0.669,43.02670587813069
0.67,43.0306650235224
0.671,43.03461855212518
0.672,43.03856647956778
0.673,43.042508821412355
0.674,43.04644559315496
0.675,43.05037681022581
0.676,43.05430248798979
0.677,43.058222641746696
0.678,43.062137286731726
0.679,43.06604643811579
0.68,43.06995011100591
0.681,43.07384832044554
0.682,43.07774108141501
0.683,43.081628408831804
0.684,43.08551031755097
0.685,43.08938682236545
0.686,43.09325793800647
0.687,43.09712367914386
0.6880000000000001,43.10098406038639
0.6890000000000001,43.104839096282156
0.6900000000000001,43.108688801318905
0.6910000000000001,43.11253318992437
0.6920000000000001,43.11637227646661
0.6930000000000001,43.12020607525436
0.6940000000000001,43.12403460053736
0.6950000000000001,43.127857866506666
0.6960000000000001,43.13167588729501
0.6970000000000001,43.135488676977104
0.6980000000000001,43.13929624956998
0.6990000000000001,43.14309861903331
0.7000000000000001,43.1468957992697
0.7010000000000001,43.15068780412507
0.7020000000000001,43.154474647388895
0.7030000000000001,43.15825634279456
0.704,43.16203290401966
0.705,43.16580434468634
0.706,43.16957067836154
0.707,43.17333191855735
0.708,43.1770880787313
0.709,43.180839172286646
0.71,43.184585212572685
0.711,43.18832621288506
0.712,43.192062186466
0.713,43.195793146504705
0.714,43.19951910613754
0.715,43.203240078448374
0.716,43.20695607646887
0.717,43.210667113178765
0.718,43.214373201506106
0.719,43.21807435432761
0.72,43.221770584468885
0.721,43.2254619047047
0.722,43.22914832775932
0.723,43.232829866306716
0.724,43.236506532970864
0.725,43.240178340326
0.726,43.24384530089692
0.727,43.247507427159206
0.728,43.251164731539504
0.729,43.25481722641578
0.73,43.25846492411762
0.731,43.2621078369264
0.732,43.26574597707565
0.733,43.26937935675123
0.734,43.2730079880916
0.735,43.27663188318811
0.736,43.280251054085184
0.737,43.283865512780636
0.738,43.287475271225844
0.739,43.291080341326065
0.74,43.29468073494064
0.741,43.29827646388325
0.742,43.301867539922114
0.743,43.305453974780306
0.744,43.3090357801359
0.745,43.31261296762229
0.746,43.31618554882837
0.747,43.319753535298766
0.748,43.323316938534106
0.749,43.32687576999119
0.75,43.33043004108329
0.751,43.333979763180295
0.752,43.33752494760901
0.753,43.34106560565334
0.754,43.344601748554496
0.755,43.34813338751124
0.756,43.351660533680125
0.757,43.35518319817565
0.758,43.35870139207054
0.759,43.36221512639592
0.76,43.36572441214153
0.761,43.369229260255956
0.762,43.37272968164683
0.763,43.37622568718105
0.764,43.37971728768494
0.765,43.38320449394453
0.766,43.386687316705704
0.767,43.39016576667443
0.768,43.393639854516934
0.769,43.39710959085994
0.77,43.40057498629086
0.771,43.40403605135795
0.772,43.40749279657058
0.773,43.41094523239933
0.774,43.41439336927631
0.775,43.417837217595235
0.776,43.42127678771171
0.777,43.42471208994334
0.778,43.428143134569986
0.779,43.43156993183392
0.78,43.434992491939994
0.781,43.4384108250559
0.782,43.44182494131225
0.783,43.44523485080285
